SalePrice,1st Flr SF,2nd Flr SF,Total Bsmt SF,Garage Area,Wood Deck SF,Open Porch SF,Lot Area,Year Built,Yr Sold
163000,1040,0,1040.0,480.0,0,0,11500,1967,2009
143500,951,0,951.0,480.0,0,0,8010,1958,2009
135000,1105,0,1105.0,308.0,0,0,10454,1957,2009
153000,1306,0,992.0,756.0,0,0,8712,1957,2009
157500,1478,0,1478.0,498.0,0,40,17600,1960,2009
113500,1142,0,160.0,384.0,0,28,9000,1958,2009
133000,1036,0,832.0,288.0,0,28,12144,1949,2009
138000,1136,768,1208.0,240.0,0,0,7200,1950,2009
128000,1041,0,1041.0,294.0,0,0,7350,1958,2009
118900,732,0,732.0,240.0,0,68,7200,1952,2009
138000,1183,0,528.0,288.0,0,0,8000,1959,2009
132500,1148,0,1148.0,672.0,0,0,7931,1959,2009
133500,832,629,832.0,384.0,0,204,10800,1949,2009
144750,993,813,780.0,483.0,0,55,7570,1964,2009
127000,1045,0,1045.0,264.0,0,0,7936,1963,2009
109500,894,0,894.0,308.0,0,0,6600,1962,2009
115000,818,406,818.0,210.0,0,0,3950,1926,2009
110000,682,548,440.0,440.0,74,0,10440,1910,2009
128900,861,517,901.0,162.0,54,0,4080,1935,2009
130000,810,496,240.0,472.0,0,0,15660,1910,2009
129000,764,700,504.0,0.0,0,0,9900,1910,2009
150000,868,690,690.0,400.0,0,36,6406,1939,2009
107500,1378,994,994.0,432.0,0,287,6600,1892,2009
135000,707,682,651.0,240.0,0,0,3378,1946,2009
103000,801,646,801.0,0.0,80,0,10134,1910,2009
129500,768,560,768.0,308.0,0,12,6000,1950,2009
80000,861,0,861.0,288.0,0,0,7404,1920,2009
45000,612,0,0.0,308.0,0,0,5925,1940,2009
91300,886,0,190.0,273.0,144,20,5784,1938,2009
99500,792,0,624.0,287.0,0,0,8520,1923,2009
87500,833,677,677.0,720.0,0,0,9600,1910,2009
110000,720,564,720.0,240.0,0,35,3500,1947,2009
106000,1075,1063,849.0,360.0,40,156,8100,1898,2009
265979,1320,1320,1240.0,864.0,181,0,11700,1880,2009
160000,1090,917,917.0,357.0,0,235,8400,1900,2009
119000,664,624,624.0,280.0,0,103,3600,1917,2009
168000,916,826,916.0,424.0,0,169,17671,1882,2009
58500,816,0,624.0,0.0,0,33,3300,1910,2009
143000,832,650,650.0,324.0,0,0,9000,1920,2009
85000,1022,0,1022.0,280.0,0,30,7200,1910,2009
124900,1188,561,1088.0,456.0,48,0,8820,1890,2009
146500,780,741,741.0,640.0,0,0,9720,1910,2009
223500,1072,504,1324.0,528.0,0,312,21384,1923,2009
149000,1432,0,1022.0,216.0,266,61,6615,1923,2009
205000,952,596,952.0,672.0,74,0,7264,1925,2009
137000,1001,653,297.0,336.0,244,60,4960,1930,2009
121000,952,0,952.0,192.0,0,98,8854,1916,2009
128000,757,567,672.0,240.0,0,0,6000,1936,2009
134900,786,390,698.0,624.0,210,0,6000,1937,2009
117000,884,464,884.0,216.0,0,0,6000,1925,2009
132500,825,587,780.0,280.0,45,0,6000,1939,2009
93000,822,320,468.0,320.0,0,0,6000,1924,2009
119000,904,0,884.0,180.0,0,0,6000,1926,2009
100000,1301,0,1145.0,440.0,0,0,6911,1924,2009
141500,1067,472,927.0,576.0,112,0,6120,1936,2009
133000,989,584,884.0,240.0,0,0,6120,1935,2009
60000,800,0,264.0,0.0,0,0,6120,1936,2009
105000,875,0,715.0,180.0,48,0,6120,1931,2009
150000,994,588,952.0,250.0,189,0,6120,1938,2009
126500,1072,0,1072.0,1184.0,0,0,8635,1925,2009
214500,1445,689,844.0,441.0,0,60,11888,1916,2009
167500,1136,883,728.0,532.0,509,135,11414,1910,2009
155000,1048,720,1048.0,576.0,0,0,8094,1915,2009
155000,916,910,910.0,164.0,0,0,2500,1915,2009
179900,1272,672,672.0,216.0,24,28,9928,1915,2009
149000,1146,784,720.0,316.0,0,0,6876,1927,2009
103000,848,0,780.0,539.0,0,23,6240,1925,2009
123000,741,686,483.0,379.0,0,24,5775,1915,2009
135000,1204,462,1204.0,384.0,0,0,5160,1927,2009
88750,704,0,560.0,220.0,0,0,4280,1946,2009
61000,904,0,683.0,0.0,0,0,10020,1922,2009
103600,697,672,672.0,300.0,147,0,6629,1925,2009
63000,687,425,585.0,226.0,0,0,9780,1934,2009
175000,1464,0,520.0,480.0,302,0,12886,1963,2009
139000,1121,0,1121.0,480.0,0,80,8816,1963,2009
172500,918,765,918.0,440.0,243,0,11184,1978,2009
130000,899,0,864.0,288.0,64,0,7800,1967,2009
149900,1034,0,456.0,504.0,0,0,8014,1978,2009
134900,858,0,858.0,576.0,120,0,7252,1982,2009
137000,860,0,840.0,528.0,0,0,8740,1982,2009
139000,1092,0,1092.0,288.0,0,20,11616,1962,2009
165000,904,611,552.0,384.0,290,40,15400,1961,2009
148000,1138,0,1138.0,480.0,0,0,15312,1960,2009
165000,2071,0,825.0,336.0,131,28,15584,1956,2009
63900,660,0,0.0,0.0,0,0,9000,1947,2009
161500,1104,684,1104.0,304.0,120,0,11250,1957,2009
135000,1229,0,1134.0,284.0,0,0,17140,1956,2009
82500,861,0,861.0,539.0,158,0,12342,1940,2009
190000,1867,0,1617.0,303.0,476,0,10708,1955,2009
139600,1733,0,0.0,452.0,0,0,13680,1955,2009
122000,1383,0,0.0,498.0,0,0,15635,1954,2009
127500,1689,0,1436.0,480.0,0,0,9855,1956,2009
121500,1073,0,1073.0,340.0,0,0,9571,1956,2009
154400,892,747,747.0,240.0,0,50,9350,1946,2009
113000,672,0,672.0,234.0,0,113,9340,1941,2009
125000,1089,0,1089.0,252.0,328,0,7440,1954,2009
84000,845,0,0.0,290.0,186,0,11500,1957,2009
131000,1148,568,768.0,281.0,0,0,11409,1949,2009
105000,698,560,560.0,280.0,0,0,9060,1939,2009
108000,755,755,755.0,296.0,120,0,9084,1940,2009
162000,1061,0,1054.0,462.0,114,36,10778,1990,2009
156500,1338,0,520.0,576.0,0,0,19255,1983,2009
316600,1496,636,1496.0,612.0,349,40,12327,1983,2009
271900,2196,0,2158.0,701.0,84,70,14684,1990,2009
213000,1006,769,740.0,425.0,234,72,9317,1993,2009
239900,1079,800,1079.0,473.0,400,100,10560,1993,2009
239500,1142,878,1128.0,466.0,0,155,9828,1995,2009
131000,1288,728,0.0,576.0,0,0,26400,1880,2009
297000,1718,0,1705.0,826.0,208,44,10637,2007,2009
295493,1630,0,1622.0,860.0,172,42,10226,2008,2009
332000,1720,0,1720.0,846.0,208,104,10816,2008,2009
239900,1468,0,1468.0,904.0,192,142,9178,2008,2009
212000,866,902,866.0,578.0,144,105,10769,2007,2009
272500,1838,0,1838.0,524.0,154,222,11422,2007,2009
239000,1800,0,1800.0,702.0,288,136,11923,2007,2009
200000,1290,0,1282.0,662.0,168,0,6762,2007,2009
221800,1254,0,1254.0,810.0,168,92,10324,2008,2009
194500,1232,0,1232.0,632.0,132,0,7314,2007,2009
237000,1498,0,1498.0,844.0,144,98,11645,2005,2009
173000,704,718,704.0,440.0,36,28,11646,2005,2009
275000,1644,0,1518.0,569.0,80,0,12800,1989,2009
233500,944,815,1449.0,525.0,150,193,16698,1992,2009
152000,1040,0,1040.0,576.0,168,0,12464,1996,2009
143000,990,0,990.0,440.0,66,0,9757,1994,2009
231500,928,836,928.0,470.0,276,99,15426,1997,2009
212000,827,834,799.0,550.0,158,61,10667,1996,2009
207000,1463,0,1463.0,539.0,0,81,14753,1998,2009
145000,1097,0,1097.0,672.0,392,64,10859,1994,2009
138000,990,0,990.0,480.0,0,64,8072,1994,2009
197900,866,913,866.0,546.0,198,36,10400,1998,2009
204000,1501,0,1490.0,577.0,144,29,10335,1999,2009
192000,1431,0,1431.0,666.0,0,35,9017,1999,2009
200000,928,844,928.0,492.0,150,96,8750,1998,2009
195000,831,829,831.0,493.0,144,68,8935,2002,2009
227000,1573,0,1573.0,544.0,0,72,9808,2002,2009
230000,944,896,944.0,622.0,0,45,12420,2001,2009
187100,1430,0,1413.0,605.0,0,33,16285,2001,2009
203000,1444,0,1431.0,577.0,144,40,10739,2002,2009
124000,1040,0,1040.0,0.0,0,0,8430,1978,2009
140000,907,0,907.0,343.0,72,0,16269,1978,2009
134900,914,0,914.0,444.0,0,0,6950,1979,2009
150500,1040,0,1040.0,484.0,0,0,8800,1977,2009
136500,864,0,864.0,336.0,0,0,7000,1978,2009
143500,1268,0,1268.0,252.0,173,0,9286,1977,2009
133500,864,0,864.0,338.0,0,0,15523,1972,2009
123000,894,0,894.0,600.0,215,0,7200,1972,2009
133900,768,0,768.0,396.0,192,0,7200,1972,2009
133000,768,0,768.0,396.0,58,0,8445,1972,2009
250000,1611,0,1569.0,1231.0,262,93,11664,2002,2009
254750,1068,1116,1068.0,570.0,192,132,12334,2003,2009
236500,1788,0,1753.0,522.0,202,151,11838,2001,2009
261500,1299,573,1299.0,531.0,160,122,11885,2001,2009
313000,1476,677,1440.0,736.0,253,142,11050,2000,2009
198500,840,885,840.0,550.0,0,48,8749,2002,2009
211000,944,926,944.0,608.0,256,43,11250,2001,2009
220000,1513,0,1462.0,521.0,135,34,15750,1999,2009
203000,1504,0,1504.0,478.0,115,66,11883,1996,2009
279500,1828,0,1822.0,523.0,194,144,12782,2002,2009
210000,1417,0,1417.0,511.0,60,0,8750,1997,2009
219500,1057,977,1057.0,645.0,576,36,9375,1997,2009
191000,909,807,880.0,512.0,0,120,8750,1996,2009
178000,1212,0,1212.0,573.0,356,0,9100,2001,2009
213000,1630,0,1630.0,451.0,74,234,9750,2000,2009
293200,1602,0,1578.0,810.0,0,48,10200,2007,2009
190000,864,864,864.0,572.0,187,56,9313,2004,2009
190000,1500,0,1500.0,570.0,192,36,8487,2004,2009
173500,738,738,738.0,540.0,100,35,8633,2005,2009
170000,608,788,608.0,440.0,100,36,11069,2007,2009
108000,1126,0,0.0,520.0,0,96,8777,1949,2009
167000,1486,0,1486.0,480.0,0,0,9937,1964,2009
100000,816,0,816.0,288.0,0,0,8877,1938,2009
198500,495,1427,0.0,672.0,0,0,7301,2003,2009
159500,698,728,690.0,440.0,252,0,7950,1977,2009
127000,1149,0,1014.0,544.0,0,240,10682,1960,2009
320000,1698,0,1698.0,768.0,327,64,13286,2007,2009
118000,698,0,698.0,0.0,0,200,9405,1947,2009
85000,876,0,876.0,320.0,0,0,6410,1959,2009
120000,1368,0,1078.0,195.0,0,41,11767,1950,2009
98000,1088,441,0.0,240.0,92,0,8405,1945,2009
99900,864,0,864.0,0.0,0,96,4060,1922,2009
82000,944,0,0.0,528.0,0,0,10206,1952,2009
103500,1560,0,1150.0,313.0,0,0,11767,1956,2009
110000,684,512,684.0,528.0,0,46,12354,1920,2009
122000,854,444,720.0,256.0,84,0,8212,1941,2009
117000,984,620,984.0,660.0,0,68,10998,1941,2009
60000,438,0,290.0,246.0,0,0,8400,1920,2009
139500,944,545,778.0,240.0,335,0,9900,1940,2009
197000,1687,998,824.0,672.0,136,63,15863,1920,2009
105000,647,595,583.0,180.0,329,96,5707,1935,2009
135000,1328,653,1122.0,576.0,431,44,7804,1928,2009
147500,1232,0,816.0,440.0,0,0,8574,1916,2009
137450,1160,448,976.0,216.0,147,16,6171,1925,2009
155000,575,560,560.0,576.0,256,0,7200,1936,2009
177000,1172,741,896.0,342.0,0,0,7558,1928,2009
145000,877,600,861.0,216.0,0,50,6292,1928,2009
137000,628,600,600.0,215.0,0,113,7155,1918,2009
234000,1276,804,1276.0,282.0,0,0,10918,1926,2009
205000,840,727,840.0,440.0,0,21,13680,1940,2009
177500,753,741,771.0,213.0,0,0,7500,1942,2009
160000,976,332,728.0,256.0,0,70,9600,1940,2009
155000,1273,0,1273.0,307.0,483,0,14680,1960,2009
163500,964,0,876.0,432.0,0,0,13360,1921,2009
154900,820,523,731.0,186.0,192,0,7681,1921,2009
174500,860,704,704.0,234.0,0,0,12000,1941,2009
193000,1561,0,1561.0,463.0,0,148,13339,1960,2009
158000,986,537,1067.0,295.0,0,0,15600,1949,2009
224000,1906,0,1310.0,576.0,0,201,17500,1954,2009
208000,1182,800,572.0,501.0,400,112,13607,1986,2009
315000,2365,0,1803.0,551.0,200,144,17597,1971,2009
222000,1680,0,880.0,540.0,292,44,21695,1988,2009
147000,672,672,672.0,468.0,0,128,10690,1920,2009
123000,928,928,760.0,576.0,467,160,8660,1900,2009
78000,596,596,596.0,189.0,0,0,6402,1920,2009
75000,572,0,572.0,200.0,0,0,10200,1925,2009
57625,810,0,0.0,280.0,119,24,21780,1910,2009
251000,1040,1012,1107.0,642.0,210,91,10125,2000,2009
240000,1710,0,1710.0,550.0,100,48,12118,2004,2009
215000,804,1157,804.0,560.0,125,192,12209,2001,2009
156450,926,0,902.0,351.0,319,0,9750,1977,2009
173000,1287,0,957.0,541.0,302,39,9360,1977,2009
173000,1217,0,1188.0,497.0,168,27,9947,1990,2009
375000,2036,0,2136.0,513.0,0,0,215245,1965,2009
315500,1620,0,1620.0,912.0,228,0,12898,2007,2009
410000,2036,0,2190.0,780.0,90,154,13438,2008,2009
316500,1641,0,1641.0,885.0,0,95,14463,2008,2009
201000,1466,0,1466.0,610.0,100,18,8925,2007,2009
175000,1412,0,1392.0,576.0,0,0,11457,1988,2009
204000,1375,862,712.0,440.0,305,24,9839,1980,2009
213500,1479,0,1645.0,578.0,224,238,14419,1987,2009
220000,1296,0,1267.0,471.0,192,25,6853,2001,2009
315000,1838,0,1838.0,765.0,270,68,14601,2006,2009
425000,1978,0,1978.0,920.0,308,52,12633,2007,2009
139500,1008,0,1008.0,384.0,144,0,12518,1968,2009
115000,1771,0,0.0,336.0,0,0,21750,1960,2009
130000,874,0,864.0,288.0,33,0,9858,1968,2009
160000,1404,0,1188.0,504.0,0,16,13383,1969,2009
131900,796,0,796.0,336.0,138,0,7689,1972,2009
131250,1091,0,384.0,429.0,280,0,7706,1993,2009
165500,1110,0,1097.0,602.0,303,30,9101,1978,2009
112000,833,0,833.0,0.0,0,0,8780,1985,2009
149000,883,0,828.0,698.0,100,32,7669,1992,2009
143000,796,566,796.0,480.0,40,30,14115,1993,2009
130000,624,663,624.0,440.0,150,0,10429,1992,2009
196000,1567,0,1567.0,714.0,264,32,9819,1977,2009
173000,784,848,784.0,898.0,0,173,10457,1969,2009
176500,1414,0,1184.0,601.0,0,51,11029,1958,2008
237500,2117,0,1205.0,550.0,0,42,12925,1970,2008
206900,1092,1020,952.0,576.0,280,0,11075,1969,2008
187500,926,678,926.0,470.0,0,36,8702,1997,2008
165000,680,790,680.0,420.0,192,49,8139,1995,2008
195500,926,678,926.0,472.0,100,82,9535,1998,2008
192000,943,695,943.0,472.0,100,38,9042,1998,2008
173000,916,720,916.0,386.0,168,84,15038,1996,2008
177900,1384,0,1348.0,404.0,0,39,14137,1996,2008
175000,729,717,729.0,406.0,264,22,21872,1996,2008
247900,1682,0,1664.0,528.0,0,0,6264,1997,2008
181000,926,678,926.0,470.0,0,36,10839,1997,2008
188000,773,885,773.0,431.0,224,84,8000,1995,2008
194500,1086,809,712.0,409.0,143,46,10832,1994,2008
185000,851,858,836.0,416.0,0,40,14067,1991,2008
355000,1168,1332,1168.0,683.0,192,32,13543,2005,2008
325000,1134,1370,1122.0,656.0,144,39,11198,2005,2008
387000,1884,0,1884.0,670.0,214,76,15401,2004,2008
115000,1474,0,1632.0,495.0,0,0,31220,1952,2008
215000,1236,857,791.0,542.0,364,63,20544,1986,2008
226500,1688,0,1675.0,528.0,0,48,12680,1988,2008
175500,1422,0,1422.0,576.0,276,0,12090,1981,2008
181900,1260,0,1260.0,598.0,152,0,10825,1983,2008
235000,2064,0,2048.0,550.0,200,0,18559,1978,2008
220000,1782,0,1782.0,551.0,467,0,14450,1979,2008
272000,1542,1330,1330.0,619.0,550,282,12227,1977,2008
161000,1211,0,1211.0,461.0,0,0,13068,1976,2008
185000,1277,767,738.0,489.0,28,73,10400,1980,2008
146900,720,588,720.0,484.0,0,0,9743,1969,2008
292500,1420,1420,1420.0,1314.0,0,16,12511,1978,2008
159900,1444,0,1444.0,473.0,0,24,10400,1976,2008
205000,1098,866,803.0,483.0,0,69,10480,1976,2008
157000,1178,0,1176.0,439.0,224,0,10000,1973,2008
306000,1236,1104,1236.0,787.0,192,180,14311,1996,2008
151000,1054,0,1054.0,460.0,180,0,9750,1969,2008
111900,936,0,936.0,288.0,16,0,10295,1969,2008
123000,864,0,864.0,576.0,0,0,7560,1971,2008
111250,864,0,864.0,576.0,216,0,12735,1972,2008
110000,892,0,864.0,264.0,0,0,9477,1966,2008
417500,2464,0,2418.0,650.0,358,78,13693,2007,2008
383000,1950,0,1950.0,706.0,156,207,14418,2007,2008
460000,1632,1158,1620.0,1150.0,30,200,12539,2005,2008
379000,1414,917,1414.0,1003.0,192,63,12151,2005,2008
250000,948,1140,948.0,656.0,100,24,8899,2007,2008
316000,1170,1162,1148.0,756.0,224,142,10574,2004,2008
615000,2470,0,2535.0,789.0,154,65,12720,2003,2008
412500,1572,1096,1572.0,726.0,400,0,13688,2003,2008
284000,1006,1040,998.0,871.0,320,62,10625,2003,2008
284000,1575,0,1603.0,732.0,216,28,10845,2003,2008
421250,1515,1134,1479.0,746.0,0,60,16900,2001,2008
370000,1804,886,1765.0,795.0,268,58,16451,2003,2008
159895,1266,0,1266.0,388.0,100,16,3182,2007,2008
179000,813,702,789.0,393.0,0,75,9024,2004,2008
193000,864,729,839.0,398.0,100,75,7415,2004,2008
190000,1166,0,856.0,400.0,212,0,9587,2005,2008
176000,728,728,728.0,400.0,100,24,8029,2005,2008
188000,840,880,840.0,400.0,138,48,8010,2002,2008
213000,847,1139,847.0,434.0,120,48,8396,2003,2008
186500,962,830,936.0,451.0,0,0,10261,2000,2008
226750,1008,884,982.0,431.0,108,0,8220,2000,2008
184000,788,702,788.0,388.0,100,75,15384,2004,2008
176000,707,707,707.0,403.0,100,35,7750,2002,2008
225000,1037,1285,1037.0,400.0,144,44,12460,1999,2008
185900,873,778,831.0,450.0,0,103,8390,1999,2008
284500,1182,1017,1173.0,516.0,0,131,9660,1997,2008
315000,1470,1160,1470.0,696.0,0,66,9200,1998,2008
250000,1145,1053,1145.0,836.0,192,84,14260,2000,2008
291000,1533,639,1519.0,687.0,162,153,11000,2000,2008
350000,2006,0,1982.0,938.0,144,33,11675,1998,2008
279500,1064,1061,1064.0,576.0,168,0,10990,1996,2008
290000,1251,1250,1242.0,751.0,192,87,11929,1995,2008
350000,2113,0,2109.0,839.0,236,46,10437,1995,2008
341000,1325,1093,1311.0,983.0,250,154,10542,1993,2008
287500,1108,1089,1080.0,783.0,385,99,10010,1993,2008
271000,1223,904,1223.0,525.0,171,132,10944,1994,2008
301500,1987,0,1986.0,691.0,262,36,14303,1994,2008
214000,894,1039,894.0,668.0,100,18,14598,2007,2008
232000,1574,0,1574.0,824.0,144,104,11957,2006,2008
240000,1578,0,1578.0,642.0,0,26,13253,2006,2008
245000,1563,0,1563.0,758.0,144,99,10206,2007,2008
257000,1341,520,1341.0,851.0,144,60,9801,2007,2008
247000,1460,0,1460.0,480.0,0,20,10037,2006,2008
226700,866,902,866.0,603.0,0,108,9803,2005,2008
250000,1053,939,1053.0,648.0,140,45,9375,2003,2008
250000,1026,932,1026.0,936.0,154,210,10625,2005,2008
205950,822,843,813.0,562.0,0,0,8125,2007,2008
256000,1660,0,1660.0,660.0,133,120,10625,2007,2008
207500,864,864,864.0,673.0,216,56,8791,2003,2008
141000,1080,0,1080.0,0.0,0,0,7500,2004,2008
188000,835,861,835.0,542.0,143,66,10110,2003,2008
192500,835,828,835.0,478.0,168,68,12774,2003,2008
146000,1175,0,1175.0,0.0,0,90,13072,2005,2008
159000,1114,0,1114.0,576.0,0,102,13695,2004,2008
155000,1114,0,1114.0,576.0,0,78,13695,2003,2008
173000,798,842,798.0,520.0,138,45,8366,2004,2008
170000,1162,0,1162.0,483.0,0,32,9260,2007,2008
182000,754,855,754.0,525.0,0,70,8453,1995,2008
163000,886,794,886.0,474.0,144,96,8480,1993,2008
193500,1679,0,1408.0,575.0,224,42,8125,1994,2008
189000,832,825,832.0,483.0,144,74,14565,1994,2008
190500,827,850,827.0,627.0,0,68,8450,2001,2008
175000,844,893,836.0,506.0,192,85,8285,1992,2008
179200,1294,0,1278.0,496.0,112,51,7153,1991,2008
187000,832,878,832.0,506.0,144,70,9291,1993,2008
128000,984,0,984.0,384.0,145,56,9100,1963,2008
144000,912,0,912.0,352.0,140,0,12968,1962,2008
135000,864,0,864.0,420.0,132,0,8100,1961,2008
142000,912,0,912.0,288.0,168,0,6768,1961,2008
192000,1430,0,1430.0,484.0,117,108,19508,1974,2008
140000,1001,640,1001.0,490.0,0,0,10759,1972,2008
290000,1364,1319,930.0,473.0,237,251,9205,1990,2008
372500,1827,959,1848.0,636.0,294,49,11025,1993,2008
223000,872,917,858.0,546.0,0,0,10646,2001,2008
162500,1232,0,1232.0,516.0,0,0,11120,1984,2008
290000,1671,0,1426.0,550.0,280,90,16280,1976,2008
205000,952,860,952.0,469.0,144,112,7500,2002,2008
174000,1682,0,1304.0,530.0,98,0,10400,1970,2008
183000,1427,0,1427.0,516.0,0,0,11104,1969,2008
215000,1620,0,1620.0,578.0,0,62,15387,1967,2008
240000,1548,1066,1522.0,624.0,38,243,10800,1974,2008
141000,732,732,732.0,470.0,0,40,8814,1968,2008
147000,912,0,912.0,576.0,0,240,8872,1965,2008
135000,925,0,912.0,576.0,233,0,8125,1965,2008
170000,845,825,825.0,464.0,0,0,13355,1971,2008
299800,1175,1540,1142.0,831.0,0,204,8963,1976,2008
185000,943,933,901.0,540.0,0,69,9120,1974,2008
173000,800,832,800.0,484.0,0,40,9130,1966,2008
178400,999,0,944.0,588.0,144,76,12122,1961,2008
176000,1098,880,832.0,486.0,0,43,9900,1968,2008
98000,1014,0,0.0,267.0,0,0,7785,1956,2008
109008,907,0,907.0,352.0,0,0,8593,1957,2008
135750,952,0,952.0,283.0,0,0,8475,1956,2008
155000,1128,0,1120.0,525.0,192,20,8700,1963,2008
180500,1425,0,1425.0,576.0,0,0,10175,1964,2008
174900,1165,0,1127.0,490.0,0,129,9020,1966,2008
140000,1136,0,1136.0,384.0,426,0,9200,1965,2008
145000,1092,0,1092.0,504.0,0,0,8250,1964,2008
179900,1265,0,1219.0,502.0,0,92,9350,1965,2008
168500,1350,0,1248.0,520.0,176,0,9020,1964,2008
145500,1053,0,1053.0,312.0,0,0,10007,1959,2008
142000,1252,0,1252.0,528.0,0,39,10721,1959,2008
141000,1100,0,1100.0,312.0,355,0,12493,1960,2008
153000,1118,0,1118.0,264.0,290,0,11332,1960,2008
72500,720,0,0.0,287.0,0,0,6627,1949,2008
52000,729,0,270.0,0.0,0,0,4130,1935,2008
87000,453,453,348.0,231.0,0,0,4882,1937,2008
141500,1496,0,1296.0,450.0,0,22,9600,1960,2008
141500,1337,0,572.0,264.0,0,192,9600,1950,2008
165500,1661,0,992.0,377.0,0,28,9600,1955,2008
112900,1036,0,1036.0,312.0,120,24,7584,1953,2008
201800,902,918,864.0,492.0,60,84,13700,1965,2008
163000,1362,0,1362.0,504.0,0,20,10197,1961,2008
139950,1144,0,1144.0,456.0,0,0,7875,1961,2008
165000,1431,0,1099.0,296.0,64,110,9150,1962,2008
227000,1104,884,1104.0,480.0,0,230,14670,1966,2008
135000,1098,0,1098.0,260.0,0,0,7390,1955,2008
124000,1144,0,1144.0,336.0,0,88,9204,1963,2008
140000,1283,0,931.0,506.0,0,0,7763,1962,2008
136500,1176,0,1176.0,292.0,0,88,8856,1957,2008
185000,1440,0,1248.0,480.0,150,0,9840,1959,2008
163000,1261,0,1261.0,433.0,0,0,9120,1958,2008
166800,1570,0,1395.0,441.0,490,0,13200,1958,2008
139000,1196,0,1196.0,297.0,0,44,9000,1956,2008
166000,1392,0,1392.0,458.0,0,0,11900,1957,2008
136000,1080,0,1080.0,288.0,0,0,9464,1958,2008
133000,1104,0,1104.0,384.0,0,0,10425,1956,2008
116000,882,0,720.0,240.0,0,0,11556,1952,2008
137500,1152,0,1152.0,636.0,0,0,9373,1953,2008
130000,950,0,984.0,400.0,0,32,12774,1953,2008
180000,1790,0,998.0,540.0,0,40,14250,1957,2008
100000,1764,0,0.0,301.0,0,72,8838,1957,2008
89900,869,0,0.0,390.0,0,0,10122,1948,2008
114000,747,412,747.0,288.0,84,0,7506,1925,2008
140000,1048,510,913.0,288.0,0,0,10930,1945,2008
86900,672,0,672.0,308.0,88,108,5400,1940,2008
139000,1254,182,892.0,1488.0,0,0,10836,1922,2008
171000,858,858,858.0,490.0,0,84,9247,1962,2008
139000,1044,0,912.0,372.0,200,48,10180,1968,2008
186000,1312,0,1312.0,495.0,0,304,11355,1958,2008
157000,1253,0,1253.0,352.0,0,213,10920,1960,2008
148000,1081,0,1081.0,401.0,36,82,12929,1960,2008
242000,2069,0,585.0,505.0,0,0,27650,1960,2008
116000,910,0,105.0,414.0,196,0,8892,1953,2008
98300,1048,0,0.0,420.0,0,27,7200,1950,2008
127000,1507,0,1075.0,404.0,0,0,7910,1960,2008
159000,1256,0,1256.0,311.0,0,240,8000,1959,2008
125900,1027,0,1027.0,299.0,0,0,8000,1962,2008
155000,1269,0,1269.0,308.0,0,0,7931,1960,2008
138000,819,501,768.0,576.0,108,0,8064,1948,2008
112500,984,0,936.0,280.0,0,0,6390,1954,2008
105500,832,0,832.0,528.0,0,0,7227,1954,2008
127500,854,424,854.0,240.0,0,0,7200,1954,2008
150000,1024,564,768.0,480.0,0,0,7200,1955,2008
109500,825,0,825.0,350.0,0,0,7200,1954,2008
140000,983,813,780.0,483.0,0,50,7056,1963,2008
167900,798,813,780.0,442.0,328,128,9760,1964,2008
136870,1117,0,1117.0,264.0,0,0,7590,1963,2008
73000,764,0,680.0,504.0,0,0,5232,1925,2008
157500,958,581,650.0,686.0,70,78,10440,1904,2008
122600,948,375,780.0,400.0,0,0,9184,1948,2008
111000,680,680,680.0,330.0,192,50,4800,1910,2008
256000,1584,1208,1510.0,520.0,0,547,10440,1920,2008
64000,672,0,672.0,256.0,0,0,4800,1940,2008
139500,728,728,728.0,308.0,0,0,6000,1915,2008
200000,1362,720,1362.0,484.0,280,238,11426,2003,2008
119164,1095,561,801.0,440.0,187,0,7628,1940,2008
122250,960,780,936.0,225.0,0,0,7308,1920,2008
120000,1027,0,931.0,0.0,0,28,5400,1920,2008
78000,899,0,481.0,200.0,0,0,6756,1910,2008
95000,684,396,684.0,0.0,0,165,5914,1890,2008
147000,1122,0,924.0,528.0,0,36,12000,1948,2008
140000,904,595,904.0,869.0,0,20,9000,1946,2008
112500,928,0,928.0,288.0,0,0,6000,1957,2008
107900,901,0,901.0,281.0,0,0,6000,1954,2008
295000,1675,1818,1470.0,870.0,302,0,18386,1880,2008
153900,876,540,876.0,720.0,418,0,12665,1915,2008
132000,730,720,624.0,288.0,0,192,5350,1920,2008
114000,709,308,346.0,308.0,0,0,9143,1900,2008
129500,1134,924,735.0,396.0,0,0,9600,1917,2008
129400,884,656,572.0,0.0,240,77,6000,1905,2008
161000,689,689,689.0,360.0,0,0,9600,1928,2008
128000,742,742,742.0,0.0,0,291,6300,1914,2008
122000,938,1215,684.0,0.0,0,54,5250,1872,2008
116900,572,539,572.0,288.0,0,0,5700,1926,2008
325000,1521,1254,1237.0,880.0,105,502,13500,1893,2008
55000,723,363,723.0,400.0,0,24,11340,1920,2008
184000,1313,1182,1313.0,342.0,0,299,10800,1890,2008
110000,984,0,984.0,308.0,0,0,9750,1959,2008
131500,1050,745,1050.0,352.0,0,0,12150,1954,2008
97000,882,0,0.0,308.0,0,45,12702,1956,2008
115500,1093,0,869.0,308.0,0,0,8516,1958,2008
138000,1143,0,1008.0,288.0,265,0,7111,1928,2008
79500,779,0,742.0,308.0,0,0,9100,1930,2008
