SalePrice,1st Flr SF,Total Bsmt SF,Garage Area,Year Built
170000,1162,1162.0,483.0,2007
182000,754,754.0,525.0,1995
163000,886,886.0,474.0,1993
193500,1679,1408.0,575.0,1994
189000,832,832.0,483.0,1994
190500,827,827.0,627.0,2001
175000,844,836.0,506.0,1992
179200,1294,1278.0,496.0,1991
187000,832,832.0,506.0,1993
128000,984,984.0,384.0,1963
144000,912,912.0,352.0,1962
135000,864,864.0,420.0,1961
142000,912,912.0,288.0,1961
192000,1430,1430.0,484.0,1974
140000,1001,1001.0,490.0,1972
290000,1364,930.0,473.0,1990
372500,1827,1848.0,636.0,1993
223000,872,858.0,546.0,2001
162500,1232,1232.0,516.0,1984
290000,1671,1426.0,550.0,1976
205000,952,952.0,469.0,2002
174000,1682,1304.0,530.0,1970
183000,1427,1427.0,516.0,1969
215000,1620,1620.0,578.0,1967
240000,1548,1522.0,624.0,1974
141000,732,732.0,470.0,1968
147000,912,912.0,576.0,1965
135000,925,912.0,576.0,1965
170000,845,825.0,464.0,1971
299800,1175,1142.0,831.0,1976
185000,943,901.0,540.0,1974
173000,800,800.0,484.0,1966
178400,999,944.0,588.0,1961
176000,1098,832.0,486.0,1968
98000,1014,0.0,267.0,1956
109008,907,907.0,352.0,1957
135750,952,952.0,283.0,1956
155000,1128,1120.0,525.0,1963
180500,1425,1425.0,576.0,1964
174900,1165,1127.0,490.0,1966
140000,1136,1136.0,384.0,1965
145000,1092,1092.0,504.0,1964
179900,1265,1219.0,502.0,1965
168500,1350,1248.0,520.0,1964
145500,1053,1053.0,312.0,1959
142000,1252,1252.0,528.0,1959
141000,1100,1100.0,312.0,1960
153000,1118,1118.0,264.0,1960
72500,720,0.0,287.0,1949
52000,729,270.0,0.0,1935
87000,453,348.0,231.0,1937
141500,1496,1296.0,450.0,1960
141500,1337,572.0,264.0,1950
165500,1661,992.0,377.0,1955
112900,1036,1036.0,312.0,1953
201800,902,864.0,492.0,1965
163000,1362,1362.0,504.0,1961
139950,1144,1144.0,456.0,1961
165000,1431,1099.0,296.0,1962
227000,1104,1104.0,480.0,1966
135000,1098,1098.0,260.0,1955
124000,1144,1144.0,336.0,1963
140000,1283,931.0,506.0,1962
136500,1176,1176.0,292.0,1957
185000,1440,1248.0,480.0,1959
163000,1261,1261.0,433.0,1958
166800,1570,1395.0,441.0,1958
139000,1196,1196.0,297.0,1956
166000,1392,1392.0,458.0,1957
136000,1080,1080.0,288.0,1958
133000,1104,1104.0,384.0,1956
116000,882,720.0,240.0,1952
137500,1152,1152.0,636.0,1953
130000,950,984.0,400.0,1953
180000,1790,998.0,540.0,1957
100000,1764,0.0,301.0,1957
89900,869,0.0,390.0,1948
114000,747,747.0,288.0,1925
140000,1048,913.0,288.0,1945
86900,672,672.0,308.0,1940
139000,1254,892.0,1488.0,1922
171000,858,858.0,490.0,1962
139000,1044,912.0,372.0,1968
186000,1312,1312.0,495.0,1958
157000,1253,1253.0,352.0,1960
148000,1081,1081.0,401.0,1960
242000,2069,585.0,505.0,1960
116000,910,105.0,414.0,1953
98300,1048,0.0,420.0,1950
127000,1507,1075.0,404.0,1960
159000,1256,1256.0,311.0,1959
125900,1027,1027.0,299.0,1962
155000,1269,1269.0,308.0,1960
138000,819,768.0,576.0,1948
112500,984,936.0,280.0,1954
105500,832,832.0,528.0,1954
127500,854,854.0,240.0,1954
150000,1024,768.0,480.0,1955
109500,825,825.0,350.0,1954
140000,983,780.0,483.0,1963
167900,798,780.0,442.0,1964
136870,1117,1117.0,264.0,1963
73000,764,680.0,504.0,1925
157500,958,650.0,686.0,1904
122600,948,780.0,400.0,1948
111000,680,680.0,330.0,1910
256000,1584,1510.0,520.0,1920
64000,672,672.0,256.0,1940
139500,728,728.0,308.0,1915
200000,1362,1362.0,484.0,2003
119164,1095,801.0,440.0,1940
122250,960,936.0,225.0,1920
120000,1027,931.0,0.0,1920
78000,899,481.0,200.0,1910
95000,684,684.0,0.0,1890
147000,1122,924.0,528.0,1948
140000,904,904.0,869.0,1946
112500,928,928.0,288.0,1957
107900,901,901.0,281.0,1954
295000,1675,1470.0,870.0,1880
153900,876,876.0,720.0,1915
132000,730,624.0,288.0,1920
114000,709,346.0,308.0,1900
129500,1134,735.0,396.0,1917
129400,884,572.0,0.0,1905
161000,689,689.0,360.0,1928
128000,742,742.0,0.0,1914
122000,938,684.0,0.0,1872
116900,572,572.0,288.0,1926
325000,1521,1237.0,880.0,1893
55000,723,723.0,400.0,1920
184000,1313,1313.0,342.0,1890
110000,984,984.0,308.0,1959
131500,1050,1050.0,352.0,1954
97000,882,0.0,308.0,1956
115500,1093,869.0,308.0,1958
138000,1143,1008.0,288.0,1928
79500,779,742.0,308.0,1930
153000,1144,1024.0,240.0,1935
109500,784,784.0,0.0,1924
124000,832,672.0,240.0,1941
106900,736,554.0,200.0,1900
164900,1014,981.0,240.0,1940
119000,949,949.0,370.0,1924
120000,950,862.0,208.0,1929
157000,825,825.0,672.0,1937
105000,874,739.0,240.0,1939
113000,1013,992.0,160.0,1926
115000,565,565.0,355.0,1920
123000,624,704.0,336.0,1929
81300,808,0.0,164.0,1945
162900,1128,1078.0,360.0,1930
150000,1245,989.0,400.0,1939
123500,1226,1100.0,576.0,1923
128000,751,611.0,502.0,1920
68500,520,520.0,240.0,1927
127000,1072,672.0,240.0,1948
207000,1053,833.0,370.0,1923
184000,1133,1026.0,240.0,1925
162500,1170,810.0,672.0,1915
145000,988,883.0,240.0,1940
130000,838,816.0,275.0,1918
161000,833,588.0,228.0,1925
127500,825,796.0,228.0,1910
93850,768,768.0,440.0,1930
141000,1272,1272.0,400.0,1938
120000,880,880.0,400.0,1915
127500,1040,1040.0,320.0,1925
89500,1035,319.0,0.0,1920
125000,825,825.0,720.0,1955
135000,756,756.0,216.0,1906
134000,1211,952.0,322.0,1968
135000,720,720.0,312.0,1948
134432,1120,0.0,680.0,1959
129500,1040,1040.0,384.0,1965
157500,1096,1008.0,484.0,1978
145000,992,992.0,294.0,1967
130000,894,894.0,450.0,1967
153000,1034,450.0,504.0,1978
120000,1073,1073.0,270.0,1967
152000,1126,1060.0,506.0,1984
80000,1006,1006.0,0.0,1959
149350,1228,1228.0,271.0,1966
144900,960,960.0,300.0,1963
185000,1188,988.0,621.0,1956
165000,1383,1383.0,354.0,1954
235000,1252,1602.0,564.0,1960
140000,1021,533.0,300.0,1958
108000,672,672.0,240.0,1940
152400,864,576.0,627.0,1941
144000,904,864.0,912.0,1970
173000,1291,1291.0,431.0,1996
192000,1156,1160.0,505.0,1977
245000,1524,1524.0,478.0,1979
241500,1363,1385.0,439.0,1954
256000,1663,1364.0,529.0,1954
177000,1357,1019.0,312.0,1959
125600,617,570.0,249.0,1948
155000,1094,1094.0,495.0,1953
240000,1307,907.0,360.0,1908
260000,1518,1580.0,0.0,1940
185000,1163,1163.0,396.0,1918
235000,1236,1127.0,540.0,1935
159900,1509,1509.0,322.0,1956
134500,621,621.0,280.0,1962
119000,961,861.0,384.0,1900
79000,572,572.0,0.0,1924
95000,616,616.0,200.0,1941
262280,1532,1475.0,514.0,1990
260000,1093,1077.0,614.0,1995
226500,1626,1602.0,534.0,1994
225000,1101,812.0,453.0,1993
229000,1302,672.0,472.0,1996
248500,1615,1615.0,864.0,2007
228000,1080,1080.0,678.0,1993
225000,1511,1401.0,811.0,1995
195000,1643,1182.0,438.0,1966
200000,616,616.0,603.0,1997
155000,990,990.0,528.0,1994
144000,1099,1099.0,352.0,1995
145000,990,990.0,672.0,1994
226001,1418,1418.0,558.0,1997
215700,872,864.0,600.0,1997
207500,782,782.0,532.0,2000
188000,880,880.0,527.0,1998
191000,1479,1468.0,577.0,1999
221000,1494,1494.0,530.0,2002
231500,963,963.0,564.0,2001
235000,928,928.0,626.0,2000
223500,920,920.0,608.0,2001
130250,938,938.0,308.0,1975
149900,985,985.0,328.0,1977
158000,1174,864.0,528.0,1978
147000,1026,940.0,576.0,1978
163000,1558,864.0,440.0,1975
110000,924,924.0,280.0,1975
127000,864,864.0,352.0,1972
124900,780,780.0,352.0,1972
230000,1795,1777.0,534.0,2002
237000,1128,1128.0,577.0,2002
235000,992,992.0,839.0,2000
230500,1290,1257.0,570.0,2001
230000,1004,1004.0,660.0,1999
222500,1153,1153.0,541.0,1998
287000,1055,1055.0,905.0,2001
274000,1366,1357.0,725.0,2001
300000,1786,1778.0,715.0,2002
255900,1149,1128.0,779.0,2002
224900,884,884.0,543.0,2003
240000,1129,1129.0,596.0,2003
183000,798,798.0,595.0,2003
207000,886,850.0,560.0,1999
210000,933,915.0,493.0,1994
208900,1493,1478.0,508.0,1997
214000,1536,1536.0,532.0,2002
208500,856,856.0,548.0,2003
186500,1445,1445.0,470.0,2004
210000,1436,1436.0,484.0,2004
185900,770,770.0,520.0,2004
179900,1234,1234.0,484.0,2007
218836,1564,1564.0,814.0,2007
193000,1361,1351.0,610.0,2007
189000,728,728.0,410.0,2005
85000,796,796.0,0.0,1910
147500,1256,1256.0,276.0,1965
135000,1127,1127.0,480.0,1976
108000,996,996.0,0.0,1940
137500,1181,1138.0,588.0,1972
165400,760,746.0,397.0,2003
147000,1117,1029.0,542.0,1977
160500,684,684.0,440.0,1976
176000,1132,1132.0,451.0,2005
284700,3820,0.0,624.0,1959
96000,929,0.0,0.0,1947
99000,930,911.0,286.0,1953
130500,768,768.0,240.0,1946
135000,997,941.0,548.0,1954
135500,872,816.0,300.0,1955
108000,949,949.0,205.0,1923
98000,864,864.0,0.0,1925
67000,864,864.0,0.0,1914
140000,810,672.0,400.0,1925
179500,1052,720.0,240.0,1939
136500,1390,1181.0,576.0,1925
168000,1424,1228.0,312.0,1921
189000,990,612.0,621.0,1921
145000,672,644.0,369.0,1926
191000,1423,588.0,672.0,1922
177000,840,840.0,308.0,1915
147500,676,676.0,400.0,1914
91000,790,768.0,160.0,1930
231000,798,798.0,180.0,1925
115000,1166,1064.0,240.0,1936
138000,819,784.0,599.0,1923
149000,851,776.0,270.0,1931
188700,849,715.0,240.0,1934
198000,1265,942.0,240.0,1937
110000,932,884.0,225.0,1938
104000,1091,1091.0,344.0,1951
381000,1968,728.0,1014.0,1935
311500,1137,798.0,431.0,1939
263400,1218,832.0,506.0,1950
236500,1898,1898.0,484.0,1956
224000,1640,1296.0,924.0,1954
126000,919,894.0,195.0,1926
120000,760,720.0,240.0,1940
55000,796,796.0,0.0,1922
120500,816,816.0,432.0,1930
120500,778,740.0,924.0,1940
119000,780,780.0,0.0,1930
126000,1092,624.0,288.0,1967
99500,912,520.0,360.0,1930
165500,1151,1151.0,356.0,1958
89000,825,173.0,185.0,1895
40000,649,649.0,250.0,1920
80900,671,356.0,195.0,1910
81000,894,894.0,1248.0,1935
65000,432,592.0,216.0,1920
300000,2032,1840.0,786.0,1996
271000,1689,1568.0,857.0,2002
213000,910,910.0,816.0,1996
171000,1118,1096.0,358.0,1977
171500,1279,1196.0,473.0,1977
228500,1689,1680.0,432.0,1991
294000,1537,1518.0,788.0,2006
172500,712,352.0,400.0,2006
167500,754,384.0,400.0,2006
150000,1495,1495.0,438.0,1989
184000,1651,1606.0,616.0,1986
180000,1256,1256.0,578.0,1986
232500,1440,1432.0,467.0,2003
195000,1675,1666.0,435.0,1999
305000,1482,1482.0,749.0,2003
298751,1728,1884.0,520.0,2007
370000,1964,1964.0,892.0,2005
173000,1200,1200.0,850.0,1964
152500,1160,1113.0,257.0,1968
113000,988,988.0,520.0,1954
128500,816,816.0,264.0,1983
119500,923,876.0,264.0,1984
130500,816,816.0,264.0,1982
138000,816,816.0,816.0,1982
134500,845,845.0,264.0,1982
160000,983,983.0,423.0,1940
137500,889,864.0,484.0,1984
172000,1168,784.0,530.0,1969
103000,1150,686.0,288.0,1900
167300,1587,1587.0,525.0,1971
167000,1277,1277.0,526.0,1970
244000,2223,2223.0,516.0,1973
268000,2217,2217.0,621.0,1970
168000,806,806.0,373.0,1995
177000,794,794.0,388.0,1997
169000,916,916.0,460.0,1997
161500,754,384.0,390.0,1997
160000,924,392.0,398.0,1994
178750,691,691.0,420.0,1996
176000,1253,1237.0,402.0,1995
204000,957,938.0,482.0,1999
160000,1187,1168.0,420.0,1992
160000,802,384.0,402.0,1991
163900,812,384.0,392.0,1992
168000,910,903.0,392.0,1993
377426,1922,1922.0,676.0,2005
349265,1164,1149.0,729.0,2005
441929,2234,2220.0,724.0,2006
182900,1440,1440.0,467.0,1981
176000,725,725.0,484.0,1981
213000,1664,1529.0,663.0,1978
192000,1085,780.0,481.0,1979
190000,1161,808.0,534.0,1977
195000,1118,848.0,551.0,1976
148000,1032,1032.0,564.0,1978
151500,1177,1153.0,495.0,1984
197000,1040,539.0,550.0,1979
192350,1353,1259.0,478.0,1979
152000,780,780.0,462.0,1969
170000,1220,1625.0,944.0,1971
175000,1484,1484.0,487.0,1971
175000,1041,702.0,539.0,1968
197900,1142,793.0,550.0,1976
174000,1324,1228.0,585.0,1976
178900,1084,1084.0,488.0,1974
139000,576,372.0,288.0,1971
143250,981,981.0,576.0,1971
184000,725,725.0,484.0,1972
155000,1422,925.0,576.0,1970
133000,914,914.0,368.0,1970
119500,950,950.0,280.0,1971
123000,872,858.0,480.0,1971
110000,858,858.0,684.0,1971
128000,914,914.0,270.0,1961
120500,864,864.0,528.0,1971
129250,988,988.0,360.0,1966
450000,2046,1994.0,878.0,2005
380000,2069,2153.0,694.0,2006
250000,1634,1626.0,866.0,2006
418000,1722,1704.0,814.0,2005
317000,1143,1143.0,852.0,2004
372000,1802,1802.0,843.0,2006
342000,1718,1706.0,916.0,2004
354000,1136,1136.0,872.0,2004
350000,1217,1317.0,818.0,2003
285000,1234,1181.0,656.0,2003
245700,1614,1614.0,878.0,2005
232698,1721,1721.0,554.0,2005
176000,768,768.0,400.0,2005
203000,1326,1326.0,388.0,2005
188500,1119,835.0,437.0,2004
215000,847,847.0,434.0,2004
183500,840,840.0,440.0,2004
165500,754,384.0,400.0,2003
211000,847,847.0,434.0,2003
219500,864,854.0,435.0,2002
175000,953,953.0,460.0,1999
170000,774,384.0,400.0,2000
162000,660,660.0,400.0,2003
187000,940,915.0,442.0,2000
185000,961,941.0,460.0,1999
384500,1779,1779.0,925.0,1997
248000,997,969.0,648.0,2000
466500,2633,2633.0,804.0,2001
410000,1671,1408.0,806.0,1998
322500,1411,1389.0,758.0,1998
252000,1108,1066.0,600.0,1998
755000,2444,2444.0,832.0,1994
269790,1127,1117.0,455.0,1996
315750,1383,1379.0,834.0,1996
290000,1328,1318.0,752.0,1995
430000,3228,3200.0,546.0,1992
263000,1105,1105.0,517.0,1992
330000,1335,1325.0,933.0,1996
320000,1905,1905.0,788.0,2006
282922,1464,1485.0,754.0,2007
255000,1636,1623.0,865.0,2006
227000,1588,1588.0,825.0,2006
260000,1538,1538.0,484.0,2005
249000,1506,1494.0,672.0,2005
307000,1694,1686.0,636.0,2004
221300,1302,1302.0,859.0,2006
270000,1088,1088.0,1025.0,2006
249700,1656,1656.0,826.0,2006
253000,1685,1685.0,658.0,2006
265000,1158,1158.0,744.0,2004
340000,1580,1580.0,610.0,2004
147000,1143,1143.0,0.0,2006
149000,1094,1094.0,576.0,2003
181000,1486,1461.0,566.0,2006
201000,936,928.0,471.0,1994
191750,920,864.0,492.0,1993
179000,1349,1349.0,539.0,2000
215000,1494,1482.0,514.0,1998
144000,884,840.0,504.0,1983
120750,894,894.0,308.0,1977
132500,970,970.0,624.0,1963
132000,1057,1057.0,576.0,1962
132500,999,999.0,264.0,1962
129000,1120,1040.0,544.0,1961
143900,1696,1140.0,349.0,1962
145000,1040,1040.0,686.0,1968
128500,988,988.0,572.0,1961
125500,902,876.0,288.0,1967
300000,1271,1223.0,564.0,1990
294000,1516,1192.0,518.0,1974
129000,1037,1037.0,431.0,1974
171000,1701,1390.0,611.0,1975
302000,1453,1453.0,750.0,1990
285000,2129,1683.0,541.0,1992
239000,975,975.0,576.0,1997
204000,1358,1339.0,625.0,1999
301000,1072,1054.0,552.0,2003
312500,1220,1220.0,1105.0,1998
255000,2362,2002.0,546.0,1980
194000,1432,1360.0,588.0,1978
218000,1437,1437.0,528.0,1976
187000,1094,528.0,512.0,1976
181500,1262,1262.0,460.0,1976
373000,2497,2461.0,676.0,1981
226000,1057,1057.0,650.0,2001
143450,1152,912.0,412.0,1968
240050,1403,1008.0,570.0,1970
162500,1082,973.0,480.0,1969
164000,1295,1295.0,528.0,1968
185000,1610,1124.0,515.0,1972
188500,1594,1594.0,472.0,1993
255000,1091,1148.0,473.0,1993
158500,1093,1093.0,484.0,1966
175500,1242,1242.0,528.0,1973
127000,1052,1052.0,311.0,1963
127000,1107,949.0,308.0,1967
143000,1214,1214.0,318.0,1967
156000,1073,1073.0,515.0,1965
144000,1344,1024.0,484.0,1958
139900,1422,978.0,286.0,1960
151500,958,958.0,301.0,1960
126500,1065,1065.0,461.0,1960
145000,1138,588.0,264.0,1958
120000,912,912.0,297.0,1958
124000,1074,894.0,396.0,1956
106500,882,0.0,294.0,1959
140500,1187,864.0,440.0,1961
137500,964,964.0,784.0,1961
117600,894,894.0,312.0,1960
163500,1200,1174.0,440.0,1966
161000,1042,1042.0,440.0,1965
158000,1302,1302.0,309.0,1964
224500,845,845.0,539.0,1964
147000,1374,1130.0,286.0,1964
200000,1652,1592.0,510.0,1959
181900,1429,1144.0,572.0,1960
150750,1327,1063.0,624.0,1959
124000,932,932.0,306.0,1950
138500,908,822.0,512.0,1940
39300,334,0.0,0.0,1946
64500,666,666.0,0.0,1946
64000,442,370.0,0.0,1945
112000,808,808.0,308.0,1958
165000,1127,816.0,540.0,1964
144000,1150,1078.0,288.0,1955
105000,968,768.0,240.0,1941
146500,888,728.0,312.0,1942
175000,1280,793.0,432.0,1966
158500,1254,1218.0,525.0,1961
114500,912,912.0,275.0,1958
144000,874,874.0,315.0,1958
141000,936,936.0,315.0,1957
131000,1008,1008.0,308.0,1956
142100,1053,1053.0,692.0,1963
139000,1056,1056.0,308.0,1958
157900,1442,1442.0,301.0,1958
139400,1056,1056.0,260.0,1954
150000,1244,1244.0,336.0,1957
120000,1144,1144.0,336.0,1960
174850,1721,1331.0,464.0,1957
116000,922,922.0,308.0,1957
135000,1048,1048.0,286.0,1956
163500,1657,1657.0,484.0,1970
130000,1411,1204.0,310.0,1955
129500,1216,1216.0,336.0,1955
142000,1154,864.0,336.0,1953
125000,948,948.0,410.0,1952
136000,1040,1040.0,293.0,1953
134500,1008,1008.0,240.0,1953
127000,925,925.0,252.0,1956
130000,1360,384.0,572.0,1955
115000,1040,1190.0,352.0,1955
116900,925,923.0,390.0,1955
132000,928,928.0,252.0,1956
153000,1647,1105.0,280.0,1953
112500,924,924.0,420.0,1952
138000,1000,925.0,0.0,1890
135000,893,845.0,576.0,1949
156000,1216,1216.0,371.0,1953
109000,735,735.0,240.0,1940
103200,882,882.0,0.0,1956
64500,968,656.0,216.0,1927
148000,751,736.0,0.0,1895
172000,1035,725.0,276.0,1963
128500,952,952.0,288.0,1968
122900,672,672.0,576.0,1949
119200,1082,1082.0,240.0,1948
143000,1168,1040.0,315.0,1949
119000,988,876.0,276.0,1950
102000,1238,864.0,357.0,1950
129000,864,864.0,720.0,1950
152000,1040,1040.0,286.0,1959
140000,1170,1170.0,338.0,1958
156500,1377,1377.0,351.0,1960
99000,925,0.0,300.0,1961
187000,1020,822.0,440.0,1964
169500,876,864.0,264.0,1962
125500,864,864.0,294.0,1962
130000,936,896.0,288.0,1962
103000,960,850.0,576.0,1926
127500,866,845.0,576.0,1927
89500,1022,1022.0,184.0,1922
99900,967,967.0,180.0,1920
100000,1047,641.0,273.0,1885
130000,1072,808.0,379.0,1940
135000,680,680.0,576.0,1900
120000,679,649.0,308.0,1948
85000,761,570.0,252.0,1900
108500,960,960.0,308.0,1920
137000,1156,1075.0,342.0,1900
110500,866,686.0,0.0,1945
100000,968,968.0,480.0,1923
184900,909,725.0,816.0,1910
125000,842,702.0,250.0,1925
114000,616,616.0,480.0,1910
144100,991,926.0,468.0,1910
117500,1178,1008.0,205.0,1880
185000,1312,819.0,576.0,1879
152000,1149,1149.0,216.0,1926
153500,1559,1559.0,812.0,1948
159500,1576,718.0,704.0,1890
87000,912,912.0,160.0,1930
104500,968,0.0,331.0,1956
110000,1382,0.0,384.0,1949
136500,916,756.0,308.0,1925
128250,910,910.0,308.0,1950
144000,1167,915.0,495.0,1920
210000,915,1065.0,440.0,1923
135000,728,728.0,224.0,1939
128000,608,600.0,217.0,1939
131000,869,735.0,440.0,1941
113000,884,884.0,240.0,1939
126000,861,861.0,528.0,1938
132000,899,672.0,280.0,1939
131750,1014,966.0,230.0,1930
132500,903,756.0,379.0,1926
137500,939,939.0,180.0,1920
132000,854,832.0,576.0,1929
127500,959,884.0,560.0,1931
102000,986,960.0,180.0,1926
200000,1100,1100.0,408.0,1918
180500,1060,764.0,520.0,1919
165000,752,768.0,576.0,1920
153575,698,698.0,384.0,1915
140000,672,672.0,456.0,1929
169500,1226,1040.0,240.0,1931
139400,1108,637.0,280.0,1930
202500,1497,741.0,658.0,1963
127000,773,684.0,0.0,1914
141000,780,780.0,544.0,1937
212300,976,976.0,299.0,1950
161000,1138,1138.0,720.0,1915
101000,581,530.0,288.0,1920
109900,1196,1196.0,440.0,1916
128500,854,720.0,660.0,1941
87000,840,672.0,0.0,1930
219000,1262,1005.0,498.0,1937
200500,1636,1598.0,0.0,1946
158450,1452,1420.0,572.0,1964
115400,1005,1005.0,440.0,1964
118500,1029,1029.0,261.0,1961
165000,1020,980.0,528.0,1964
123000,1040,1040.0,264.0,1966
129000,913,814.0,240.0,1966
125000,894,894.0,384.0,1966
115000,897,876.0,264.0,1968
134500,943,943.0,528.0,1967
127000,955,955.0,386.0,1966
129000,894,894.0,450.0,1968
143500,1285,660.0,528.0,1977
129000,912,912.0,315.0,1966
187000,1375,1240.0,323.0,1956
158000,1567,671.0,638.0,1920
112000,1416,816.0,576.0,1918
165250,798,680.0,224.0,1940
150000,1299,967.0,494.0,1954
137000,1176,1158.0,303.0,1958
89500,998,0.0,460.0,1945
302000,1824,1643.0,739.0,1971
182000,1522,1190.0,552.0,1984
211000,1164,1151.0,521.0,1988
216000,1325,409.0,576.0,1948
130000,1630,1073.0,649.0,1953
109900,1242,484.0,336.0,1946
255000,2422,1288.0,527.0,1954
243000,2158,1202.0,576.0,1950
154000,988,988.0,332.0,1954
118000,864,864.0,399.0,1958
80000,943,0.0,308.0,1958
86000,605,528.0,0.0,1920
125000,1342,1342.0,256.0,1951
136500,1080,1080.0,253.0,1951
96000,986,951.0,280.0,1920
120000,1340,0.0,252.0,1957
228500,1105,1105.0,515.0,1984
179900,1442,910.0,719.0,1990
225000,1122,700.0,746.0,1990
301000,1553,1502.0,576.0,1986
238000,912,1104.0,833.0,1991
228500,1175,807.0,575.0,1989
220000,1029,779.0,499.0,1994
194000,1240,1240.0,826.0,2006
217000,1546,1546.0,796.0,2005
212999,1500,1489.0,674.0,2006
175900,1270,1270.0,524.0,2005
191000,879,879.0,578.0,2005
176432,1314,1314.0,440.0,2006
277000,1180,1157.0,454.0,1988
207000,946,929.0,619.0,1988
277000,1444,1444.0,389.0,1958
240000,1079,1580.0,501.0,1992
187500,976,832.0,444.0,1966
279000,1743,966.0,529.0,1976
139500,1022,1022.0,747.0,1994
126000,990,990.0,299.0,1994
177500,1200,1200.0,521.0,1995
175000,646,635.0,497.0,1997
211000,882,794.0,546.0,1998
146000,990,990.0,384.0,1994
147900,1097,1097.0,242.0,1996
123600,990,990.0,0.0,1994
204750,905,824.0,684.0,1997
235500,988,988.0,597.0,1999
217000,853,853.0,534.0,1998
190550,845,845.0,517.0,2001
217500,985,985.0,486.0,2000
226000,1479,1453.0,558.0,2003
180000,840,840.0,500.0,2003
153500,1025,1015.0,370.0,1976
160000,1009,995.0,576.0,1977
134900,1040,1040.0,748.0,1977
130000,907,876.0,308.0,1977
120000,879,864.0,440.0,1975
112500,882,882.0,461.0,1972
122000,969,969.0,440.0,1975
127000,864,864.0,576.0,1972
117000,875,385.0,728.0,1972
305900,2000,2000.0,888.0,2004
228500,1284,1284.0,647.0,2002
270000,1673,1673.0,583.0,2000
192000,1459,1459.0,527.0,2002
213000,992,979.0,610.0,2003
200000,860,860.0,542.0,2002
267000,1210,1028.0,683.0,1998
228000,1592,1556.0,484.0,1994
275000,1531,1531.0,560.0,2001
211000,1212,860.0,608.0,1996
285000,1668,1626.0,702.0,2002
240000,1220,1220.0,556.0,1995
246900,1341,1341.0,482.0,1999
219500,847,847.0,434.0,2003
185000,1337,1337.0,531.0,2003
213500,939,939.0,639.0,2006
179600,1422,1422.0,626.0,2004
173500,1190,1169.0,578.0,2005
168675,738,738.0,484.0,2006
167000,768,768.0,400.0,2005
140000,1214,1214.0,461.0,1965
110000,1088,1088.0,520.0,1963
94750,960,960.0,432.0,1965
122000,901,901.0,576.0,1925
110000,1179,1179.0,622.0,1960
133500,1044,960.0,528.0,1976
148000,1113,1143.0,504.0,1976
157000,1090,1090.0,450.0,2005
171500,734,734.0,489.0,2005
131750,960,960.0,392.0,1959
111000,948,864.0,248.0,1954
79000,774,544.0,0.0,1931
108500,740,660.0,216.0,1920
112000,796,560.0,384.0,1910
125000,768,768.0,355.0,1955
119000,948,948.0,280.0,1954
165000,900,602.0,180.0,1923
96500,789,768.0,200.0,1926
136500,1422,1290.0,352.0,1926
146500,759,651.0,240.0,1921
175000,981,731.0,240.0,1937
148500,567,531.0,216.0,1930
141500,851,585.0,228.0,1921
189950,912,912.0,216.0,1918
135000,686,686.0,225.0,1926
164000,918,918.0,240.0,1941
90350,694,440.0,352.0,1913
139000,661,661.0,552.0,1910
119750,954,920.0,240.0,1938
238000,867,851.0,264.0,1927
153500,1226,0.0,400.0,1951
239000,1370,1370.0,864.0,1918
188000,1230,930.0,231.0,1930
220000,1096,854.0,432.0,1932
315000,1549,853.0,440.0,1932
259500,1436,1028.0,180.0,1945
257500,1839,1477.0,416.0,1957
219500,960,800.0,240.0,1940
201000,1560,1560.0,580.0,1960
215000,1488,1488.0,552.0,1968
170000,1680,1680.0,628.0,1995
198000,1696,1696.0,625.0,1971
315000,2726,279.0,691.0,1986
115000,997,793.0,0.0,1919
141000,720,720.0,720.0,1940
87000,803,720.0,360.0,1941
129850,936,936.0,0.0,1925
100000,772,732.0,264.0,1939
75200,816,816.0,100.0,1922
118400,1012,1012.0,308.0,1920
152000,910,910.0,282.0,1950
68104,640,0.0,256.0,1939
124900,1001,837.0,216.0,1930
183500,1299,1001.0,486.0,1979
156000,912,888.0,470.0,1978
134000,1080,1084.0,484.0,1983
215000,1392,1441.0,650.0,2002
245000,1409,1409.0,576.0,2002
210000,1478,1454.0,506.0,1991
148000,918,852.0,360.0,1975
143000,1026,970.0,528.0,1974
170000,1328,1350.0,308.0,1959
257000,2279,585.0,461.0,1958
265900,1484,1476.0,472.0,2006
174000,1240,1265.0,528.0,1985
187500,1187,1156.0,400.0,1990
204000,888,872.0,422.0,1996
180500,1312,1267.0,471.0,2001
187500,1146,868.0,438.0,2003
282000,1922,1922.0,692.0,2002
178000,1491,1491.0,571.0,1996
270000,1629,1616.0,808.0,2002
279900,1146,1122.0,452.0,2003
186700,1572,1572.0,995.0,1963
281213,1133,1094.0,642.0,2005
130000,2034,0.0,1041.0,1953
132250,1040,1064.0,648.0,1963
146800,1062,1029.0,539.0,1976
153500,1008,923.0,678.0,1977
188000,1356,1244.0,528.0,1977
196000,1676,1160.0,672.0,1977
157000,716,716.0,531.0,1977
138000,796,796.0,0.0,1971
129500,768,768.0,624.0,1970
129500,845,845.0,360.0,1982
135000,1178,1090.0,502.0,1976
124500,816,816.0,264.0,1982
139000,816,816.0,264.0,1983
124500,887,864.0,288.0,1984
149900,1293,1178.0,452.0,1954
